,word,frequency,decade,count,freq_entropy
945355,rowland,2.417889855445525e-06,1890,18.0,1.4302794722876728
299783,rowland,1.3794057933663915e-06,1850,18.0,1.4302794722876728
3530523,rowland,7.464137364555593e-07,1990,18.0,1.4302794722876728
2323483,rowland,1.7007058997369009e-06,1950,18.0,1.4302794722876728
1333142,rowland,1.2857092791505028e-06,1910,18.0,1.4302794722876728
594040,rowland,5.7473476143074834e-05,1870,18.0,1.4302794722876728
3826289,rowland,1.1626351559440964e-06,2000,18.0,1.4302794722876728
1534120,rowland,7.737043675611548e-07,1920,18.0,1.4302794722876728
64095,rowland,7.128315379482999e-08,1830,18.0,1.4302794722876728
434556,rowland,6.216424308257584e-06,1860,18.0,1.4302794722876728
2922770,rowland,7.851819471132021e-07,1970,18.0,1.4302794722876728
1776239,rowland,1.1933044592059409e-06,1930,18.0,1.4302794722876728
3219644,rowland,1.053867048036431e-06,1980,18.0,1.4302794722876728
143725,rowland,4.6986631351752446e-06,1840,18.0,1.4302794722876728
3518435,cs,1.4928274729111189e-06,1990,18.0,1.4428950058933738
101254,cs,7.128315379482999e-08,1830,18.0,1.4428950058933738
2640826,cs,4.888999344059255e-07,1960,18.0,1.4428950058933738
3230742,cs,5.854816933535728e-07,1980,18.0,1.4428950058933738
988736,cs,1.394936455064726e-07,1890,18.0,1.4428950058933738
840219,cs,9.328746326572917e-08,1880,18.0,1.4428950058933738
2924095,cs,7.025312158381282e-07,1970,18.0,1.4428950058933738
400136,cs,5.747524139026631e-08,1850,18.0,1.4428950058933738
2304147,cs,4.572130279292691e-05,1950,18.0,1.4428950058933738
1370885,cs,1.658979715032907e-07,1910,18.0,1.4428950058933738
642277,cs,2.0308648813807362e-07,1870,18.0,1.4428950058933738
502301,cs,1.1200764519383036e-07,1860,18.0,1.4428950058933738
2033683,cs,1.3015550349244462e-05,1940,18.0,1.4428950058933738
1510464,cs,7.994945131465267e-06,1920,18.0,1.4428950058933738
184951,cs,1.784302456395663e-07,1840,18.0,1.4428950058933738
1176046,cs,1.2926463974828214e-07,1900,18.0,1.4428950058933738
1753765,cs,2.798093214689792e-05,1930,18.0,1.4428950058933738
3838321,cs,5.970288638631846e-07,2000,18.0,1.4428950058933738
3566230,hatton,1.696394855580817e-07,1990,18.0,1.4574342250086993
1520443,hatton,2.210583907317585e-06,1920,18.0,1.4574342250086993
648618,hatton,1.5231486610355525e-07,1870,18.0,1.4574342250086993
933655,hatton,1.622776076058631e-05,1890,18.0,1.4574342250086993
47900,hatton,2.1384946138449e-07,1830,18.0,1.4574342250086993
1177071,hatton,1.2926463974828214e-07,1900,18.0,1.4574342250086993
3834188,hatton,7.54141722774549e-07,2000,18.0,1.4574342250086993
449926,hatton,1.0640726293413884e-06,1860,18.0,1.4574342250086993
1799682,hatton,3.2918743702232844e-07,1930,18.0,1.4574342250086993
3219819,hatton,1.053867048036431e-06,1980,18.0,1.4574342250086993
410784,hatton,5.747524139026631e-08,1850,18.0,1.4574342250086993
2047899,hatton,1.8827525662429092e-06,1940,18.0,1.4574342250086993
185277,hatton,1.784302456395663e-07,1840,18.0,1.4574342250086993
1370510,hatton,1.658979715032907e-07,1910,18.0,1.4574342250086993
2705882,hatton,8.148332240098757e-08,1960,18.0,1.4574342250086993
807747,hatton,1.8657492653145834e-07,1880,18.0,1.4574342250086993
2359727,hatton,2.373077999632885e-07,1950,18.0,1.4574342250086993
2966353,hatton,1.2397609691261085e-07,1970,18.0,1.4574342250086993
3194662,thatcher,1.5378652478753845e-05,1980,18.0,1.4610784715934848
21945,thatcher,1.2118136145121096e-06,1830,18.0,1.4610784715934848
1135329,thatcher,8.617642649885474e-07,1900,18.0,1.4610784715934848
168145,thatcher,4.163372398256546e-07,1840,18.0,1.4610784715934848
2634720,thatcher,6.518665792079006e-07,1960,18.0,1.4610784715934848
316126,thatcher,3.448514483415979e-07,1850,18.0,1.4610784715934848
2381802,thatcher,1.1865389998164425e-07,1950,18.0,1.4610784715934848
958690,thatcher,7.439661093678539e-07,1890,18.0,1.4610784715934848
1554120,thatcher,2.579014558537183e-07,1920,18.0,1.4610784715934848
1767249,thatcher,2.5512026369230453e-06,1930,18.0,1.4610784715934848
652016,thatcher,1.5231486610355525e-07,1870,18.0,1.4610784715934848
1347133,thatcher,4.562194216340494e-07,1910,18.0,1.4610784715934848
489670,thatcher,1.1200764519383036e-07,1860,18.0,1.4610784715934848
2891465,thatcher,3.537451298573164e-05,1970,18.0,1.4610784715934848
3825419,thatcher,1.2254802995086422e-06,2000,18.0,1.4610784715934848
2089281,thatcher,2.046470180698815e-07,1940,18.0,1.4610784715934848
3509074,thatcher,3.2570781227151683e-06,1990,18.0,1.4610784715934848
799036,thatcher,3.26506121430052e-07,1880,18.0,1.4610784715934848
2355178,mitten,2.768590999571699e-07,1950,18.0,1.463057670052877
3248648,mitten,2.732247902316673e-07,1980,18.0,1.463057670052877
623228,mitten,6.092594644142209e-07,1870,18.0,1.463057670052877
54618,mitten,1.4256630758965998e-07,1830,18.0,1.463057670052877
3544320,mitten,3.732068682277797e-07,1990,18.0,1.463057670052877
1142904,mitten,5.170585589931285e-07,1900,18.0,1.463057670052877
1795440,mitten,3.703358666501195e-07,1930,18.0,1.463057670052877
321946,mitten,2.2990096556106525e-07,1850,18.0,1.463057670052877
788122,mitten,6.063685112272395e-07,1880,18.0,1.463057670052877
1337401,mitten,9.124388432680988e-07,1910,18.0,1.463057670052877
1532223,mitten,8.473904978050744e-07,1920,18.0,1.463057670052877
182640,mitten,1.784302456395663e-07,1840,18.0,1.463057670052877
2651716,mitten,2.851916284034565e-07,1960,18.0,1.463057670052877
2066506,mitten,5.320822469816918e-07,1940,18.0,1.463057670052877
3856026,mitten,2.828031460404559e-07,2000,18.0,1.463057670052877
2943084,mitten,2.8927755946275866e-07,1970,18.0,1.463057670052877
429982,mitten,1.612910090791157e-05,1860,18.0,1.463057670052877
963126,mitten,5.579745820258904e-07,1890,18.0,1.463057670052877
963738,weldon,5.579745820258904e-07,1890,18.0,1.4679648791718278
1109948,weldon,2.3396899794439062e-05,1900,18.0,1.4679648791718278
1354127,weldon,3.317959430065814e-07,1910,18.0,1.4679648791718278
317676,weldon,3.448514483415979e-07,1850,18.0,1.4679648791718278
3854770,weldon,3.142257178227288e-07,2000,18.0,1.4679648791718278
1829176,weldon,1.2344528888337317e-07,1930,18.0,1.4679648791718278
2653981,weldon,2.851916284034565e-07,1960,18.0,1.4679648791718278
184217,weldon,1.784302456395663e-07,1840,18.0,1.4679648791718278
1538350,weldon,5.894890419513562e-07,1920,18.0,1.4679648791718278
2348001,weldon,3.955129999388142e-07,1950,18.0,1.4679648791718278
10647,weldon,4.775971304253608e-06,1830,18.0,1.4679648791718278
3514205,weldon,2.03567382669698e-06,1990,18.0,1.4679648791718278
453365,weldon,8.400573389537276e-07,1860,18.0,1.4679648791718278
813546,weldon,1.3993119489859372e-07,1880,18.0,1.4679648791718278
3212233,weldon,1.7174129671704802e-06,1980,18.0,1.4679648791718278
645935,weldon,1.5231486610355525e-07,1870,18.0,1.4679648791718278
2097072,weldon,1.6371761445590517e-07,1940,18.0,1.4679648791718278
2925968,weldon,6.612058502005912e-07,1970,18.0,1.4679648791718278
2623288,sheba,1.344474819616295e-06,1960,18.0,1.4785742485227025
3226862,sheba,7.025780320242874e-07,1980,18.0,1.4785742485227025
309635,sheba,5.747524139026632e-07,1850,18.0,1.4785742485227025
2075749,sheba,3.274352289118104e-07,1940,18.0,1.4785742485227025
1538178,sheba,5.894890419513562e-07,1920,18.0,1.4785742485227025
932477,sheba,2.413240067261976e-05,1890,18.0,1.4785742485227025
620569,sheba,7.615743305177761e-07,1870,18.0,1.4785742485227025
461745,sheba,4.480305807753214e-07,1860,18.0,1.4785742485227025
3520699,sheba,1.2892600902414206e-06,1990,18.0,1.4785742485227025
1351382,sheba,3.7327043588240403e-07,1910,18.0,1.4785742485227025
189784,sheba,1.1895349709304417e-07,1840,18.0,1.4785742485227025
793634,sheba,4.197935846957812e-07,1880,18.0,1.4785742485227025
2905981,sheba,2.520847303889754e-06,1970,18.0,1.4785742485227025
2324377,sheba,1.5820519997552566e-06,1950,18.0,1.4785742485227025
1796162,sheba,3.703358666501195e-07,1930,18.0,1.4785742485227025
1153048,sheba,3.016174927459916e-07,1900,18.0,1.4785742485227025
3853548,sheba,3.142257178227288e-07,2000,18.0,1.4785742485227025
115191,sheba,7.128315379482999e-08,1830,18.0,1.4785742485227025
461091,hives,4.480305807753214e-07,1860,18.0,1.4892790062201746
3239860,hives,3.9032112890238187e-07,1980,18.0,1.4892790062201746
281681,hives,2.8507719729572093e-05,1850,18.0,1.4892790062201746
793259,hives,4.197935846957812e-07,1880,18.0,1.4892790062201746
959693,hives,6.97468227532363e-07,1890,18.0,1.4892790062201746
2925710,hives,6.612058502005912e-07,1970,18.0,1.4892790062201746
2328823,hives,1.146987699822561e-06,1950,18.0,1.4892790062201746
1531278,hives,9.21076628048994e-07,1920,18.0,1.4892790062201746
623553,hives,6.092594644142209e-07,1870,18.0,1.4892790062201746
1128002,hives,1.508087463729958e-06,1900,18.0,1.4892790062201746
2056352,hives,9.82305686735431e-07,1940,18.0,1.4892790062201746
32639,hives,4.989820765638098e-07,1830,18.0,1.4892790062201746
1780887,hives,8.641170221836122e-07,1930,18.0,1.4892790062201746
1353069,hives,3.317959430065814e-07,1910,18.0,1.4892790062201746
168550,hives,4.163372398256546e-07,1840,18.0,1.4892790062201746
3520323,hives,1.323187987353037e-06,1990,18.0,1.4892790062201746
3823046,hives,1.4140157302022791e-06,2000,18.0,1.4892790062201746
2635766,hives,6.111249180074068e-07,1960,18.0,1.4892790062201746
1132776,palma,1.034117117986257e-06,1900,18.0,1.4946185144989514
1377961,palma,1.2442347862746802e-07,1910,18.0,1.4946185144989514
2658793,palma,2.444499672029628e-07,1960,18.0,1.4946185144989514
3529728,palma,7.803416335671757e-07,1990,18.0,1.4946185144989514
945190,palma,2.464387737281016e-06,1890,18.0,1.4946185144989514
3002576,palma,8.26507312750739e-08,1970,18.0,1.4946185144989514
596120,palma,2.1425624498566767e-05,1870,18.0,1.4946185144989514
3832345,palma,8.169868663390947e-07,2000,18.0,1.4946185144989514
812232,palma,1.8657492653145834e-07,1880,18.0,1.4946185144989514
35205,palma,4.2769892276898e-07,1830,18.0,1.4946185144989514
150211,palma,2.081686199128273e-06,1840,18.0,1.4946185144989514
2347990,palma,3.955129999388142e-07,1950,18.0,1.4946185144989514
3221168,palma,9.758028222559546e-07,1980,18.0,1.4946185144989514
318331,palma,2.873762069513316e-07,1850,18.0,1.4946185144989514
1784087,palma,6.99523303672448e-07,1930,18.0,1.4946185144989514
465996,palma,3.3602293558149105e-07,1860,18.0,1.4946185144989514
1563435,palma,1.842153256097988e-07,1920,18.0,1.4946185144989514
2077941,palma,2.865058252978341e-07,1940,18.0,1.4946185144989514
2649435,year.,3.259332896039503e-07,1960,18.0,1.5116459207837551
3196520,year.,1.010931723857169e-05,1980,18.0,1.5116459207837551
1363887,year.,2.0737246437911337e-07,1910,18.0,1.5116459207837551
2067363,year.,4.911528433677155e-07,1940,18.0,1.5116459207837551
983564,year.,1.859915273419635e-07,1890,18.0,1.5116459207837551
477999,year.,2.240152903876607e-07,1860,18.0,1.5116459207837551
2349711,year.,3.559616999449328e-07,1950,18.0,1.5116459207837551
106165,year.,7.128315379482999e-08,1830,18.0,1.5116459207837551
1140919,year.,6.032349854919832e-07,1900,18.0,1.5116459207837551
1802251,year.,2.880390073945374e-07,1930,18.0,1.5116459207837551
3551494,year.,3.053510740045471e-07,1990,18.0,1.5116459207837551
3848324,year.,4.084934331695474e-07,2000,18.0,1.5116459207837551
801036,year.,2.7986238979718744e-07,1880,18.0,1.5116459207837551
173778,year.,2.9738374273261044e-07,1840,18.0,1.5116459207837551
1563590,year.,1.842153256097988e-07,1920,18.0,1.5116459207837551
2952255,year.,2.0662682818768482e-07,1970,18.0,1.5116459207837551
330590,year.,1.7242572417079894e-07,1850,18.0,1.5116459207837551
644093,year.,2.0308648813807362e-07,1870,18.0,1.5116459207837551
2616286,hed,2.36301634962864e-06,1960,18.0,1.5210134366726984
607706,hed,2.640124345794957e-06,1870,18.0,1.5210134366726984
1130665,hed,1.2064699709839663e-06,1900,18.0,1.5210134366726984
943555,hed,2.929366555635925e-06,1890,18.0,1.5210134366726984
3818175,hed,2.011044594065464e-06,2000,18.0,1.5210134366726984
1804450,hed,2.468905777667464e-07,1930,18.0,1.5210134366726984
2952852,hed,2.0662682818768482e-07,1970,18.0,1.5210134366726984
2382682,hed,1.1865389998164425e-07,1950,18.0,1.5210134366726984
427208,hed,4.83312989011378e-05,1860,18.0,1.5210134366726984
36437,hed,3.564157689741499e-07,1830,18.0,1.5210134366726984
3226685,hed,7.025780320242874e-07,1980,18.0,1.5210134366726984
1330197,hed,1.658979715032907e-06,1910,18.0,1.5210134366726984
2092003,hed,1.6371761445590517e-07,1940,18.0,1.5210134366726984
3547910,hed,3.3927897111616335e-07,1990,18.0,1.5210134366726984
302198,hed,1.09202958641506e-06,1850,18.0,1.5210134366726984
146929,hed,3.0333141758726266e-06,1840,18.0,1.5210134366726984
761681,hed,1.3106888588834944e-05,1880,18.0,1.5210134366726984
1545803,hed,3.684306512195976e-07,1920,18.0,1.5210134366726984
1115047,malone,6.851025906658952e-06,1900,18.0,1.5605636247717312
457620,malone,6.160420485660669e-07,1860,18.0,1.5605636247717312
3513426,malone,2.171385415143445e-06,1990,18.0,1.5605636247717312
660311,malone,1.0154324406903681e-07,1870,18.0,1.5605636247717312
161645,malone,7.13720982558265e-07,1840,18.0,1.5605636247717312
2041452,malone,3.5608581144159376e-06,1940,18.0,1.5605636247717312
1515282,malone,3.868521837805775e-06,1920,18.0,1.5605636247717312
2321340,malone,2.017116299687952e-06,1950,18.0,1.5605636247717312
966815,malone,4.649788183549087e-07,1890,18.0,1.5605636247717312
2600434,malone,5.940134203031994e-05,1960,18.0,1.5605636247717312
326994,malone,1.7242572417079894e-07,1850,18.0,1.5605636247717312
60015,malone,1.4256630758965998e-07,1830,18.0,1.5605636247717312
1779407,malone,9.464138814391944e-07,1930,18.0,1.5605636247717312
3204107,malone,3.4348259343409604e-06,1980,18.0,1.5605636247717312
780522,malone,1.1194495591887498e-06,1880,18.0,1.5605636247717312
1330055,malone,1.7004542079087296e-06,1910,18.0,1.5605636247717312
3811111,malone,3.864976329219564e-06,2000,18.0,1.5605636247717312
2904816,malone,2.85145022899005e-06,1970,18.0,1.5605636247717312
1118125,madeleine,4.222644898443882e-06,1900,18.0,1.592427584670343
300061,madeleine,1.3219305519761252e-06,1850,18.0,1.592427584670343
1784633,madeleine,6.583748740446569e-07,1930,18.0,1.592427584670343
956251,madeleine,9.299576367098174e-07,1890,18.0,1.592427584670343
2605777,madeleine,9.696515365717522e-06,1960,18.0,1.592427584670343
159532,madeleine,8.326744796513092e-07,1840,18.0,1.592427584670343
32888,madeleine,4.989820765638098e-07,1830,18.0,1.592427584670343
2923106,madeleine,7.438565814756651e-07,1970,18.0,1.592427584670343
3514900,madeleine,1.9338901353621317e-06,1990,18.0,1.592427584670343
1369882,madeleine,1.658979715032907e-07,1910,18.0,1.592427584670343
426591,madeleine,7.482110698947867e-05,1860,18.0,1.592427584670343
610559,madeleine,1.9293216373117e-06,1870,18.0,1.592427584670343
2317258,madeleine,2.966347499541106e-06,1950,18.0,1.592427584670343
1547025,madeleine,3.684306512195976e-07,1920,18.0,1.592427584670343
3802548,madeleine,1.5585595604007345e-05,2000,18.0,1.592427584670343
2048888,madeleine,1.7190349517870044e-06,1940,18.0,1.592427584670343
762921,madeleine,9.841827374534424e-06,1880,18.0,1.592427584670343
3226210,madeleine,7.416101449145256e-07,1980,18.0,1.592427584670343
3511801,felipe,2.510664386259609e-06,1990,18.0,1.5973530675397944
439137,felipe,3.24822171062108e-06,1860,18.0,1.5973530675397944
18147,felipe,1.8533619986655796e-06,1830,18.0,1.5973530675397944
758811,felipe,3.554252350424281e-05,1880,18.0,1.5973530675397944
2056054,felipe,9.82305686735431e-07,1940,18.0,1.5973530675397944
656319,felipe,1.0154324406903681e-07,1870,18.0,1.5973530675397944
3215944,felipe,1.3270918382680982e-06,1980,18.0,1.5973530675397944
1344880,felipe,5.391684073856948e-07,1910,18.0,1.5973530675397944
2630945,felipe,8.148332240098758e-07,1960,18.0,1.5973530675397944
2910503,felipe,1.735665356776552e-06,1970,18.0,1.5973530675397944
1798877,felipe,3.2918743702232844e-07,1930,18.0,1.5973530675397944
1557920,felipe,2.2105839073175854e-07,1920,18.0,1.5973530675397944
321361,felipe,2.873762069513316e-07,1850,18.0,1.5973530675397944
180237,felipe,2.379069941860884e-07,1840,18.0,1.5973530675397944
1115416,felipe,6.420143774164678e-06,1900,18.0,1.5973530675397944
968353,felipe,4.184809365194178e-07,1890,18.0,1.5973530675397944
3817692,felipe,2.1053123094122828e-06,2000,18.0,1.5973530675397944
2357610,felipe,2.768590999571699e-07,1950,18.0,1.5973530675397944
2349654,teaspoonful,3.559616999449328e-07,1950,18.0,1.6021226546898946
2675037,teaspoonful,1.2222498360148137e-07,1960,18.0,1.6021226546898946
3884343,teaspoonful,1.256902871290915e-07,2000,18.0,1.6021226546898946
634166,teaspoonful,3.046297322071105e-07,1870,18.0,1.6021226546898946
2932356,teaspoonful,4.545790220129065e-07,1970,18.0,1.6021226546898946
314833,teaspoonful,4.023266897318642e-07,1850,18.0,1.6021226546898946
57578,teaspoonful,1.4256630758965998e-07,1830,18.0,1.6021226546898946
1803582,teaspoonful,2.468905777667464e-07,1930,18.0,1.6021226546898946
451685,teaspoonful,9.52064984147558e-07,1860,18.0,1.6021226546898946
178951,teaspoonful,2.379069941860884e-07,1840,18.0,1.6021226546898946
760881,teaspoonful,1.6325306071502602e-05,1880,18.0,1.6021226546898946
3254939,teaspoonful,2.341926773414291e-07,1980,18.0,1.6021226546898946
1321286,teaspoonful,4.520719723464672e-06,1910,18.0,1.6021226546898946
1537953,teaspoonful,5.894890419513562e-07,1920,18.0,1.6021226546898946
1132568,teaspoonful,1.034117117986257e-06,1900,18.0,1.6021226546898946
2066111,teaspoonful,5.320822469816918e-07,1940,18.0,1.6021226546898946
3545156,teaspoonful,3.732068682277797e-07,1990,18.0,1.6021226546898946
956928,teaspoonful,8.834597548743265e-07,1890,18.0,1.6021226546898946
2995628,hae,8.26507312750739e-08,1970,18.0,1.6090121563635749
1510895,hae,7.368613024391952e-06,1920,18.0,1.6090121563635749
1153340,hae,3.016174927459916e-07,1900,18.0,1.6090121563635749
1373650,hae,1.2442347862746802e-07,1910,18.0,1.6090121563635749
467340,hae,3.3602293558149105e-07,1860,18.0,1.6090121563635749
2689069,hae,8.148332240098757e-08,1960,18.0,1.6090121563635749
2382819,hae,1.1865389998164425e-07,1950,18.0,1.6090121563635749
761106,hae,1.5252500243946715e-05,1880,18.0,1.6090121563635749
3617539,hae,6.785579422323266e-08,1990,18.0,1.6090121563635749
3228527,hae,6.635459191340491e-07,1980,18.0,1.6090121563635749
24592,hae,9.266809993327896e-07,1830,18.0,1.6090121563635749
939505,hae,5.021771238233014e-06,1890,18.0,1.6090121563635749
323146,hae,2.2990096556106525e-07,1850,18.0,1.6090121563635749
2078289,hae,2.865058252978341e-07,1940,18.0,1.6090121563635749
3915242,hae,6.284514356454576e-08,2000,18.0,1.6090121563635749
168081,hae,4.163372398256546e-07,1840,18.0,1.6090121563635749
1805208,hae,2.468905777667464e-07,1930,18.0,1.6090121563635749
620942,hae,7.615743305177761e-07,1870,18.0,1.6090121563635749
486194,emmet,1.6801146779074552e-07,1860,18.0,1.623927007075713
1552130,emmet,2.947445209756781e-07,1920,18.0,1.623927007075713
1344063,emmet,5.806429002615174e-07,1910,18.0,1.623927007075713
1784339,emmet,6.99523303672448e-07,1930,18.0,1.623927007075713
2341561,emmet,5.537181999143398e-07,1950,18.0,1.623927007075713
805153,emmet,2.332186581643229e-07,1880,18.0,1.623927007075713
3540548,emmet,4.4106266245101246e-07,1990,18.0,1.623927007075713
656241,emmet,1.0154324406903681e-07,1870,18.0,1.623927007075713
190077,emmet,1.1895349709304417e-07,1840,18.0,1.623927007075713
3228061,emmet,6.635459191340491e-07,1980,18.0,1.623927007075713
2652959,emmet,2.851916284034565e-07,1960,18.0,1.623927007075713
2960029,emmet,1.653014625501478e-07,1970,18.0,1.623927007075713
2062613,emmet,6.548704578236207e-07,1940,18.0,1.623927007075713
3814983,emmet,2.6394960297109213e-06,2000,18.0,1.623927007075713
1008155,emmet,9.299576367098175e-08,1890,18.0,1.623927007075713
327851,emmet,1.7242572417079894e-07,1850,18.0,1.623927007075713
1111910,emmet,1.2797199335079928e-05,1900,18.0,1.623927007075713
29786,emmet,5.702652303586398e-07,1830,18.0,1.623927007075713
610992,calumet,1.8277783932426624e-06,1870,18.0,1.6257689644822813
1785091,calumet,6.583748740446569e-07,1930,18.0,1.6257689644822813
451404,calumet,9.52064984147558e-07,1860,18.0,1.6257689644822813
2321128,calumet,2.0566675996818336e-06,1950,18.0,1.6257689644822813
22962,calumet,1.0692473069224495e-06,1830,18.0,1.6257689644822813
3851854,calumet,3.456482896050016e-07,2000,18.0,1.6257689644822813
1139020,calumet,6.463231987414105e-07,1900,18.0,1.6257689644822813
1531506,calumet,9.21076628048994e-07,1920,18.0,1.6257689644822813
2911527,calumet,1.6116892598639413e-06,1970,18.0,1.6257689644822813
3548086,calumet,3.3927897111616335e-07,1990,18.0,1.6257689644822813
784871,calumet,7.929434377586978e-07,1880,18.0,1.6257689644822813
3241052,calumet,3.9032112890238187e-07,1980,18.0,1.6257689644822813
161747,calumet,6.54244234011743e-07,1840,18.0,1.6257689644822813
2066825,calumet,5.320822469816918e-07,1940,18.0,1.6257689644822813
2628330,calumet,9.77799868811851e-07,1960,18.0,1.6257689644822813
954250,calumet,1.0694512822162898e-06,1890,18.0,1.6257689644822813
313693,calumet,4.023266897318642e-07,1850,18.0,1.6257689644822813
1313180,calumet,2.6958420369284736e-05,1910,18.0,1.6257689644822813
1523624,comstock,1.6579379304881891e-06,1920,18.0,1.6324858919679464
3541945,comstock,4.4106266245101246e-07,1990,18.0,1.6324858919679464
1776248,comstock,1.1933044592059409e-06,1930,18.0,1.6324858919679464
2675145,comstock,1.2222498360148137e-07,1960,18.0,1.6324858919679464
2972422,comstock,1.2397609691261085e-07,1970,18.0,1.6324858919679464
3854989,comstock,3.142257178227288e-07,2000,18.0,1.6324858919679464
964854,comstock,5.114767001903995e-07,1890,18.0,1.6324858919679464
201976,comstock,1.1895349709304417e-07,1840,18.0,1.6324858919679464
3230577,comstock,5.854816933535728e-07,1980,18.0,1.6324858919679464
784949,comstock,7.929434377586978e-07,1880,18.0,1.6324858919679464
2054162,comstock,1.1460233011913363e-06,1940,18.0,1.6324858919679464
460107,comstock,5.040344033722366e-07,1860,18.0,1.6324858919679464
318866,comstock,2.873762069513316e-07,1850,18.0,1.6324858919679464
34540,comstock,4.2769892276898e-07,1830,18.0,1.6324858919679464
609367,comstock,2.1831797474842915e-06,1870,18.0,1.6324858919679464
1110182,comstock,2.145793019821483e-05,1900,18.0,1.6324858919679464
1338633,comstock,8.294898575164535e-07,1910,18.0,1.6324858919679464
2320915,comstock,2.096218899675715e-06,1950,18.0,1.6324858919679464
990032,sybil,1.394936455064726e-07,1890,18.0,1.6342274351697197
2054673,sybil,1.10509389757736e-06,1940,18.0,1.6342274351697197
23066,sybil,1.0692473069224495e-06,1830,18.0,1.6342274351697197
758822,sybil,3.5402592309344215e-05,1880,18.0,1.6342274351697197
316774,sybil,3.448514483415979e-07,1850,18.0,1.6342274351697197
3824750,sybil,1.2883254430731878e-06,2000,18.0,1.6342274351697197
2929541,sybil,5.372297532879804e-07,1970,18.0,1.6342274351697197
1167084,sybil,1.723528529977095e-07,1900,18.0,1.6342274351697197
3511351,sybil,2.612448077594458e-06,1990,18.0,1.6342274351697197
629932,sybil,4.0617297627614723e-07,1870,18.0,1.6342274351697197
1564138,sybil,1.842153256097988e-07,1920,18.0,1.6342274351697197
3235494,sybil,4.683853546828582e-07,1980,18.0,1.6342274351697197
162041,sybil,6.54244234011743e-07,1840,18.0,1.6342274351697197
2631986,sybil,7.74091562809382e-07,1960,18.0,1.6342274351697197
1364976,sybil,2.0737246437911337e-07,1910,18.0,1.6342274351697197
1773177,sybil,1.481343466600478e-06,1930,18.0,1.6342274351697197
2306753,sybil,1.6690648597417956e-05,1950,18.0,1.6342274351697197
430196,sybil,1.5177035923764012e-05,1860,18.0,1.6342274351697197
2351830,phoenician,3.164103999510513e-07,1950,18.0,1.6407919112487201
963776,phoenician,5.579745820258904e-07,1890,18.0,1.6407919112487201
461109,phoenician,4.480305807753214e-07,1860,18.0,1.6407919112487201
3533204,phoenician,6.446300451207103e-07,1990,18.0,1.6407919112487201
1817509,phoenician,1.6459371851116422e-07,1930,18.0,1.6407919112487201
2645008,phoenician,4.074166120049379e-07,1960,18.0,1.6407919112487201
3845093,phoenician,4.399160049518202e-07,2000,18.0,1.6407919112487201
313277,phoenician,4.598019311221305e-07,1850,18.0,1.6407919112487201
1533106,phoenician,8.105474326831146e-07,1920,18.0,1.6407919112487201
179792,phoenician,2.379069941860884e-07,1840,18.0,1.6407919112487201
1379777,phoenician,1.2442347862746802e-07,1910,18.0,1.6407919112487201
2904471,phoenician,2.9341009602651235e-06,1970,18.0,1.6407919112487201
2081669,phoenician,2.4557642168385776e-07,1940,18.0,1.6407919112487201
761114,phoenician,1.5205856512313852e-05,1880,18.0,1.6407919112487201
628843,phoenician,4.0617297627614723e-07,1870,18.0,1.6407919112487201
41193,phoenician,2.851326151793199e-07,1830,18.0,1.6407919112487201
3226864,phoenician,7.025780320242874e-07,1980,18.0,1.6407919112487201
1140458,phoenician,6.032349854919832e-07,1900,18.0,1.6407919112487201
616949,montague,1.0662040627248863e-06,1870,18.0,1.6461906776303068
3836886,montague,6.598740074277303e-07,2000,18.0,1.6461906776303068
796681,montague,3.731498530629167e-07,1880,18.0,1.6461906776303068
2662438,montague,2.0370830600246893e-07,1960,18.0,1.6461906776303068
1326839,montague,2.322571601046069e-06,1910,18.0,1.6461906776303068
3534423,montague,6.107021480090941e-07,1990,18.0,1.6461906776303068
2340105,montague,5.932694999082212e-07,1950,18.0,1.6461906776303068
169695,montague,3.568604912791325e-07,1840,18.0,1.6461906776303068
447993,montague,1.288087919729049e-06,1860,18.0,1.6461906776303068
3255763,montague,2.341926773414291e-07,1980,18.0,1.6461906776303068
934065,montague,1.4367845487166678e-05,1890,18.0,1.6461906776303068
1786623,montague,6.172264444168659e-07,1930,18.0,1.6461906776303068
1518266,montague,2.763229884146982e-06,1920,18.0,1.6461906776303068
288531,montague,5.4601479320753e-06,1850,18.0,1.6461906776303068
2065957,montague,5.320822469816918e-07,1940,18.0,1.6461906776303068
6260,montague,1.0692473069224495e-05,1830,18.0,1.6461906776303068
1108543,montague,4.494100641915275e-05,1900,18.0,1.6461906776303068
2996875,montague,8.26507312750739e-08,1970,18.0,1.6461906776303068
1523591,synod,1.6579379304881891e-06,1920,18.0,1.6473168029790852
1312195,synod,4.288462563360064e-05,1910,18.0,1.6473168029790852
443130,synod,2.0721414360858616e-06,1860,18.0,1.6473168029790852
303846,synod,9.19603862244261e-07,1850,18.0,1.6473168029790852
964352,synod,5.114767001903995e-07,1890,18.0,1.6473168029790852
3513698,synod,2.137457518031829e-06,1990,18.0,1.6473168029790852
2057667,synod,9.004468795074785e-07,1940,18.0,1.6473168029790852
1791710,synod,4.526327259057016e-07,1930,18.0,1.6473168029790852
1131763,synod,1.1202935444851116e-06,1900,18.0,1.6473168029790852
613210,synod,1.4723770390010335e-06,1870,18.0,1.6473168029790852
3846187,synod,4.399160049518202e-07,2000,18.0,1.6473168029790852
