word,delta_freq,first_use
amount,0.5195499211135738,1830
our,0.519957907027646,1830
elder,0.5202146110830136,1830
n.,0.5205925519531901,1830
artificial,0.521806263269745,1830
by,0.5218660428927421,1830
priest,0.5235952990670716,1830
succeed,0.5240092083943974,1830
belief,0.5244863538689535,1830
lay,0.524502000769832,1830
gain,0.5246457112768467,1830
prevent,0.5250322163497262,1830
tobacco,0.5253171945888517,1830
speaks,0.5262423936022944,1830
sweet,0.5266165350332247,1830
repeated,0.5267210455097264,1830
ashamed,0.5270241789189031,1830
motion,0.5271172684938646,1830
operation,0.527276839512503,1830
females,0.5273814464022994,1830
rushed,0.5274512939796582,1830
controversy,0.5278348557692917,1830
adams,0.5282078180415186,1830
itself,0.5291551048951618,1830
exhibit,0.5295220193112871,1830
method,0.5298238384638485,1830
represented,0.5302200383007244,1830
mine,0.5312870117152465,1830
temporary,0.531378876983449,1830
legitimate,0.5314771894491258,1830
chapel,0.5318200779584478,1830
scattered,0.5319097298629145,1830
communication,0.5323196154274707,1830
revolutionary,0.5323561594297972,1830
essential,0.5326224352826767,1830
f.,0.5330488531327588,1830
fairly,0.5330603342438577,1830
these,0.5333304213955448,1830
beautiful,0.5336535619005113,1830
romance,0.5341621607176231,1830
within,0.5342030865726085,1830
sad,0.5343064938956118,1830
towns,0.5350452907849415,1830
none,0.5352862597543682,1830
constantly,0.5353196910261225,1830
pleased,0.5353919745629366,1830
remain,0.5358732012562143,1830
marked,0.5363567122151826,1830
finest,0.5365853998309109,1830
elements,0.5375319928732297,1830
roar,0.5381710017594017,1830
passing,0.5393323779538389,1830
islands,0.5400180223773056,1830
